agency_cd,site_id,station_nm,site_tp_cd,lat,lon,coord_acy_cd,datum,elev_m,alt_acy_va,alt_datum_cd,huc8,interval,parm_cd,stat_cd,ts_id,date_begin,date_end,count_nu,geometry
USGS,11062300,FONTANA UWC BREEDLINE NR FONTANA CA,ST,34.20306344,-117.4494936,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8073,1971-11-10,1992-09-29,7629,"c(-117.4494936, 34.20306344)"
USGS,11062399,FONTANA WATER CO SURFACE DIV WEIR 2 NR FONTANA CA,ST,34.20278567,-117.4494936,S,NAD83, 2240, 20,NGVD29,18070203,dv,00060,00003,8074,1992-10-01,2020-11-15,10273,"c(-117.4494936, 34.20278567)"
USGS,11062400,FONTANA WATER CO SURFACE DIV NR FONTANA CA,ST,34.20306344,-117.4494936,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8075,1971-12-01,2020-11-15,17700,"c(-117.4494936, 34.20306344)"
USGS,11062401,LYTLE C + BREEDLINE NR FONTANA CA,ST,34.20306344,-117.4494936,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8076,1974-10-01,1991-09-29,2920,"c(-117.4494936, 34.20306344)"
USGS,11062402,LYTLE C SURFACE DIV NR FONTANA CA,ST,34.20306344,-117.4494936,S,NAD83, 2240, 20,NGVD29,18070203,dv,00060,00003,226050,1971-12-01,2020-11-15,17700,"c(-117.4494936, 34.20306344)"
USGS,11062411,LYTLE + BRLNE+COND+INF CA,ST,34.20306344,-117.4494936,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8078,1974-10-01,1991-09-29,2920,"c(-117.4494936, 34.20306344)"
USGS,11062450,FONTANA PH FOREBAY SPILLWAY NR FONTANA CA,ST,34.20278567,-117.4492158,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8079,1972-10-01,2020-11-15,17578,"c(-117.4492158, 34.20278567)"
USGS,11062700,LYTLE C DIV TO FONTANA PH AVM NR FONTANA CA,ST,34.1554722,-117.3975833,S,NAD83, 1591, 20,NGVD29,18070203,dv,00060,00003,224424,1972-10-01,2020-09-30,17531,"c(-117.3975833, 34.1554722)"
USGS,11062800,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,ST,34.155565,-117.3956025,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8081,1971-12-01,2020-11-15,17795,"c(-117.3956025, 34.155565)"
USGS,11062810,W SAN BERNADINO CWD RIALTO DIV NR FONTANA CA,ST,34.1547317,-117.3964359,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8082,1980-10-01,1981-10-08,373,"c(-117.3964359, 34.1547317)"
USGS,11062820,FONTANA WATER CO DIV NR FONTANA CA,ST,34.1547317,-117.3967137,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8083,1975-10-01,2017-10-02,15343,"c(-117.3967137, 34.1547317)"
USGS,11063682,EB CA AQUEDUCT A DEVIL CYN PP NR SAN BERNARDINO CA,ST,34.20556339,-117.3344897,S,NAD83, 1939, 20,NGVD29,18070203,dv,00060,00003,213424,1995-10-01,2019-09-30,8401,"c(-117.3344897, 34.20556339)"
USGS,11065800,WARM C NR COLTON CA,ST,34.06917958,-117.3086545,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8091,1920-10-01,1961-12-31,15067,"c(-117.3086545, 34.06917958)"
USGS,11065801,WARM C NR COLTON + DIV CA,ST,34.06917958,-117.3086545,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8092,1920-09-18,1961-12-31,15080,"c(-117.3086545, 34.06917958)"
USGS,11066050,SANTA ANA R A COLTON CA,ST,34.06251316,-117.30921,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8093,1962-01-01,1966-09-29,1733,"c(-117.30921, 34.06251316)"
USGS,11066100,LYTLE C W CHANNEL A COLTON CA,ST,34.06667957,-117.3217105,F,NAD83, 980.00, 10,NGVD29,18070203,dv,00060,00003,8094,1928-10-01,1945-09-29,6208,"c(-117.3217105, 34.06667957)"
USGS,11066440,SANTA ANA R A MISSION BLVD A RIVERSIDE CA,ST,33.99068889,-117.394925,U,NAD83, 774, 10,NGVD29,18070203,dv,00060,00003,8095,1971-02-01,1982-09-29,4018,"c(-117.394925, 33.99068889)"
USGS,11066460,SANTA ANA R A MWD CROSSING CA,ST,33.96862566,-117.4483806,F,NAD83, 685, 10,NGVD29,18070203,dv,00060,00003,8098,1970-03-09,2020-11-15,18515,"c(-117.4483806, 33.96862566)"
USGS,11066478,RIVERSIDE WQCP WEIR NO 1 CA,ST,33.96473675,-117.4581031,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8101,1972-10-02,1981-10-28,3179,"c(-117.4581031, 33.96473675)"
USGS,11066479,RIVERSIDE WQCP WEIR NO 2 CA,ST,33.96473675,-117.4581031,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8102,1972-10-01,1981-10-07,3201,"c(-117.4581031, 33.96473675)"
USGS,11066480,RIVERSIDE WATER QUALITY CONTROL PLANT CA,ST,33.96473675,-117.4581031,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8103,1965-10-01,1981-09-30,5844,"c(-117.4581031, 33.96473675)"
USGS,11066500,SANTA ANA R A RIVERSIDE NARROWS NR ARLINGTON CA,ST,33.96473667,-117.466159,F,NAD83, 680, 10,NGVD29,18070203,dv,00060,00003,8107,1928-10-01,1973-09-29,16435,"c(-117.466159, 33.96473667)"
USGS,11066550,SHEEHAN D A RN NR ARLINGTON CA,ST,33.9644589,-117.4658812,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8109,1963-10-01,1968-09-29,1460,"c(-117.4658812, 33.9644589)"
USGS,11066950,DAY C DIV NR ETIWANDA CA,ST,34.18611917,-117.539774,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8111,1965-10-01,1970-10-22,1201,"c(-117.539774, 34.18611917)"
USGS,11067001,DAY C NR ETIWANDA CA.+ CN CA,ST,34.18500809,-117.539774,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8113,1950-10-01,1971-09-29,7669,"c(-117.539774, 34.18500809)"
USGS,11067500,SANTA ANA R A HAMNER AVE AT NORCO CA,ST,33.9452921,-117.5578282,S,NAD83, 570, 10,NGVD29,18070203,dv,00060,00003,8115,1930-05-01,1959-11-30,6445,"c(-117.5578282, 33.9452921)"
USGS,11068000,SANTA ANA R A RIVER ROAD NR CORONA CA,ST,33.92251469,-117.5969956,F,NAD83, 515, 10,NGVD29,18070203,dv,00060,00003,8123,1960-10-01,1968-09-29,1984,"c(-117.5969956, 33.92251469)"
USGS,11069200,LK HEMET WC UP CN NR SAN JACINTO CA,ST,33.73890959,-116.825854,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8127,1965-10-01,1991-09-30,6913,"c(-116.825854, 33.73890959)"
USGS,11069300,WF SAN JACINTO TRIB NR VALLE VISTA CA,ST,33.72224358,-116.8008536,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8128,1961-10-01,1967-09-29,2190,"c(-116.8008536, 33.72224358)"
USGS,11069501,SAN JACINTO R NR SAN JACINTO + CANALS CA,ST,33.73807629,-116.8339098,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8131,1948-10-01,1990-09-29,15339,"c(-116.8339098, 33.73807629)"
USGS,11070020,BAUTISTA C AT HD OF FLOOD CHANNEL NR HEMET CA,ST,33.7116884,-116.868633,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8133,1987-10-01,2006-09-29,6939,"c(-116.868633, 33.7116884)"
USGS,11070070,BAUTISTA C A MOUTH NR VALLE VISTA CA,ST,33.7622222,-116.9083333,U,NAD83, 1680, 20,NGVD29,18070202,dv,00060,00003,8135,2006-09-30,2011-11-02,1860,"c(-116.9083333, 33.7622222)"
USGS,11070150,SAN JACINTO R AB STATE STREET NR SAN JACINTO CA,ST,33.8214075,-116.973358,S,NAD83, 1500, 20,NGVD29,18070202,dv,00060,00003,8138,1996-10-01,2006-09-29,3651,"c(-116.973358, 33.8214075)"
USGS,11070232,EF PIGEON PASS C A HEACOCK STREET N CA,ST,33.96362774,-117.2439288,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8140,1970-02-10,1975-06-23,845,"c(-117.2439288, 33.96362774)"
USGS,11070240,SUNNYMEAD CHANNEL A ALLESANDRO BLVD NR SNYM CA,ST,33.91723957,-117.2436504,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8143,1970-02-01,1993-04-19,3283,"c(-117.2436504, 33.91723957)"
USGS,11070256,PERRIS VALLEY STORM DR A NANDINO AVE NR MAR CA,ST,33.8669625,-117.2128148,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8145,1970-01-27,1993-04-19,2924,"c(-117.2128148, 33.8669625)"
USGS,11070262,PERRIS VALLEY STORM DR A LAT B A PERRIS BLV N CA,ST,33.8586293,-117.2264265,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8149,1969-10-01,1993-04-19,3405,"c(-117.2264265, 33.8586293)"
USGS,11070263,UNNAMED TRIB TO PERRIS RE NR MORENO VALLEY CA,ST,33.8805733,-117.1697572,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8150,1989-10-01,1991-09-30,730,"c(-117.1697572, 33.8805733)"
USGS,11070270,PERRIS VALLEY STORM DR A NUEVO RD NR PERRIS CA,ST,33.80113024,-117.2061469,F,NAD83,NA,NA,NA,18070202,dv,00060,00003,8153,1969-10-01,2020-03-04,12947,"c(-117.2061469, 33.80113024)"
USGS,11071760,COLDWATER CANYON C NR CORONA CA,ST,33.75444444,-117.4958056,S,NAD83, 1323,4.3,NAVD88,18070203,dv,00060,00003,243334,2018-12-04,2020-11-15,713,"c(-117.4958056, 33.75444444)"
USGS,11071900,TEMESCAL C A CORONA LK NR CORONA CA,ST,33.75027778,-117.4458333,R,NAD83, 1190, 20,NGVD29,18070203,dv,00060,00003,8159,2012-11-06,2020-11-15,2932,"c(-117.4458333, 33.75027778)"
USGS,11072000,TEMESCAL C NR CORONA CA,ST,33.84140539,-117.5111585,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8160,1928-10-01,1980-06-30,18901,"c(-117.5111585, 33.84140539)"
USGS,11072200,TEMESCAL C A CORONA CA,ST,33.89612638,-117.5814391,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8162,1968-01-01,1980-09-30,2556,"c(-117.5814391, 33.89612638)"
USGS,11073001,SAN ANTONIO C NR CLAREMONT + CN CA,ST,34.21611738,-117.6686665,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8164,1901-03-11,1972-09-29,26026,"c(-117.6686665, 34.21611738)"
USGS,11073200,SAN ANTONIO C BL SAN ANTONIO DAM CA,ST,34.1572302,-117.6814444,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8165,1962-10-01,1980-09-30,6575,"c(-117.6814444, 34.1572302)"
USGS,11073440,CHINO C NR CHINO CA,ST,33.93945865,-117.6503307,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8168,1968-01-01,1969-09-29,638,"c(-117.6503307, 33.93945865)"
USGS,11073493,W BR CUCAMONGA CHANNEL AB ELY PERC BASIN A ONTARIO,ST,34.0375119,-117.6200532,S,NAD83, 850,2.5,NGVD29,18070203,dv,00060,00003,8170,1996-10-01,2010-12-31,5205,"c(-117.6200532, 34.0375119)"
USGS,11073500,CHINO C NR PRADO CA,ST,33.896404,-117.6431076,F,NAD83, 470.00,12.,NGVD29,18070203,dv,00060,00003,8179,1929-01-01,1940-09-29,4290,"c(-117.6431076, 33.896404)"
USGS,11074000,SANTA ANA R BL PRADO DAM CA,ST,33.88334875,-117.6453296,F,NAD83, 449, 10,NGVD29,18070203,dv,00060,00003,8183,1940-09-30,2020-11-15,29267,"c(-117.6453296, 33.88334875)"
USGS,11074500,SANTA ANA R A COUNTY LINE BL PRADO DAM CA,ST,33.87057119,-117.6722746,F,NAD83, 407.34, 10,NGVD29,18070203,dv,00060,00003,8191,1919-02-01,1960-09-29,12893,"c(-117.6722746, 33.87057119)"
USGS,11075600,SANTA ANA R A IMPERIAL HWY NR ANAHEIM CA,ST,33.85640449,-117.7906112,F,NAD83, 280,  5,NGVD29,18070203,dv,00060,00003,8193,1972-10-01,1981-09-29,3286,"c(-117.7906112, 33.85640449)"
USGS,11075610,SANTA ANA R AB SPRD DIV BL IMPERIAL HWY NR ANAHEIM,ST,33.8558489,-117.7975559,S,NAD83, 280, 10,NGVD29,18070203,dv,00060,00003,8196,1998-10-01,2001-09-29,1095,"c(-117.7975559, 33.8558489)"
USGS,11075620,SANTA ANA R SPRD DIV BL IMPERIAL HWY NR ANA CA,ST,33.85640444,-117.8008893,F,NAD83, 262,  5,NGVD29,18070203,dv,00060,00003,8203,1974-07-03,2001-09-29,5095,"c(-117.8008893, 33.85640444)"
USGS,11075730,CARBON C A OLINDA CA,ST,33.8889035,-117.8453358,F,NAD83,NA,NA,NA,18070106,dv,00060,00003,8210,1930-10-01,1938-03-01,2467,"c(-117.8453358, 33.8889035)"
USGS,11075755,SANTA ANA R A BALL RD AT ANAHEIM CA,ST,33.81668264,-117.87227970000001,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8213,1976-10-01,1988-04-30,4230,"c(-117.8722797, 33.81668264)"
USGS,11075760,SANTA ANA R NR KATELLA AVENUE A ORANGE CA,ST,33.80223845,-117.8783908,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8217,1974-01-01,1976-09-29,1003,"c(-117.8783908, 33.80223845)"
USGS,11077001,SANTIAGO C + DIV NR VILLA PARK CA,ST,33.82279419,-117.7767213,F,NAD83,NA,NA,NA,18070203,dv,00060,00003,8222,1920-10-01,1931-09-29,4016,"c(-117.7767213, 33.82279419)"
USGS,11078100,SANTA ANA R ADAMS ST NR COSTA MESA CA,ST,33.67196374,-117.9458917,F,NAD83, 12.00,2.5,NGVD29,18070203,dv,00060,00003,8229,1973-10-01,1977-09-29,1460,"c(-117.9458917, 33.67196374)"
USGS,11080000,EF SAN GABRIEL R A CAMP BONITA CA,ST,34.2305606,-117.768947,F,NAD83,NA,NA,NA,18070106,dv,00060,00003,8232,1927-10-01,1932-09-29,1826,"c(-117.768947, 34.2305606)"
USGS,11080880,WF SAN GABRIEL R BL COGSWELL DAM CA,ST,34.24416995,-117.9578424,F,NAD83, 2140, 10,NGVD29,18070106,dv,00060,00003,8234,1974-10-30,1975-02-05,99,"c(-117.9578424, 34.24416995)"
USGS,11081000,BEAR C NR CAMP RINCON CA,ST,34.24167055,-117.8856177,F,NAD83,NA,NA,NA,18070106,dv,00060,00003,8235,1929-10-01,1936-09-29,2343,"c(-117.8856177, 34.24167055)"
USGS,11081500,NF SAN GABRIEL R A CAMP RINCON CA,ST,34.24722607,-117.8647837,F,NAD83,NA,NA,NA,18070106,dv,00060,00003,8236,1929-10-01,1936-09-29,2556,"c(-117.8647837, 34.24722607)"
USGS,11083500,SAN GABRIEL R NR AZUSA CA,ST,34.16972858,-117.8886732,F,NAD83, 867.59, 20,NGVD29,18070106,dv,00060,00003,8238,1893-10-01,1966-09-29,26295,"c(-117.8886732, 34.16972858)"
USGS,11084000,ROGERS C NR AZUSA CA,ST,34.16528418,-117.9064516,F,NAD83, 800.00, 20,NGVD29,18070106,dv,00060,00003,8239,1917-10-01,1962-09-29,16435,"c(-117.9064516, 34.16528418)"
USGS,11084950,SANTA FE DIV CHANNEL CA,ST,34.1127857,-117.9714537,F,NAD83, 420,2.5,NGVD29,18070105,dv,00060,00003,8241,1973-12-19,1974-04-01,104,"c(-117.9714537, 34.1127857)"
USGS,11085560,PUDDINGSTONE C BL PUDDINGSTONE DAM NR SAN DIMAS CA,ST,34.09250937,-117.811448,F,NAD83, 830, 10,NGVD29,18070106,dv,00060,00003,8243,1974-05-17,1974-08-01,77,"c(-117.811448, 34.09250937)"
USGS,11086500,LITTLE DALTON C NR GLENDORA CA,ST,34.1675067,-117.8383937,F,NAD83, 1334.38, 20,NGVD29,18070106,dv,00060,00003,8247,1939-01-01,1971-09-29,11594,"c(-117.8383937, 34.1675067)"
USGS,11087100,RIO HONDO FLD FLOW CHAN AT WHITTIER NARROWS DAM CA,ST,34.02417834,-118.0703457,F,NAD83,NA,NA,NA,18070105,dv,00060,00003,8250,1965-10-01,1970-09-29,1825,"c(-118.0703457, 34.02417834)"
USGS,11087195,SAN JOSE C NR WHITTIER CA,ST,34.02362249,-118.0356224,F,NAD83, 214.85, 10,NGVD29,18070106,dv,00060,00003,8251,1929-01-01,1964-09-29,13056,"c(-118.0356224, 34.02362249)"
USGS,11089200,COYOTE C NR BUENA PARK CA,ST,33.8711111,-118.0275,U,NAD83, 50,2.5,NGVD29,18070106,dv,00060,00003,8256,2010-01-14,2015-11-02,1903,"c(-118.0275, 33.8711111)"
USGS,11090400,FULLERTON C NR BUENA PARK CA,ST,33.86402778,-118.0298333,U,NAD83, 50,2.5,NGVD29,18070106,dv,00060,00003,8260,2010-01-06,2015-10-31,1912,"c(-118.0298333, 33.86402778)"
USGS,11090600,CARBON C A LOS ALAMITOS CA,ST,33.81527778,-118.0644444,U,NAD83, 25,2.5,NGVD29,18070106,dv,00060,00003,8262,2010-01-07,2015-11-01,1759,"c(-118.0644444, 33.81527778)"
USGS,11092000,LIMEKILN C AB ALISO C NR CHATSWORTH CA,ST,34.23250366,-118.5514753,F,NAD83, 835,2.5,NGVD29,18070105,dv,00060,00003,8264,1973-09-07,1974-08-06,334,"c(-118.5514753, 34.23250366)"
USGS,11093490,NF MILL C NR LA CANADA CA,ST,34.31750019,-118.1342384,F,NAD83,NA,NA,NA,18070105,dv,00060,00003,8267,1966-06-15,1973-09-29,2664,"c(-118.1342384, 34.31750019)"
USGS,11093500,MILL C NR COLBY RANCH CA,ST,34.3172224,-118.1359052,F,NAD83,NA,NA,NA,18070105,dv,00060,00003,8268,1930-12-01,1934-09-29,1399,"c(-118.1359052, 34.3172224)"
USGS,11094500,BIG TUJUNGA C NR COLBY RANCH CA,ST,34.3061117,-118.1575726,F,NAD83, 2410.00, 20,NGVD29,18070105,dv,00060,00003,8270,1930-10-01,1950-04-30,7152,"c(-118.1575726, 34.3061117)"
USGS,11095000,FOX C NR COLBY RANCH CA,ST,34.30833385,-118.1786845,F,NAD83,NA,NA,NA,18070105,dv,00060,00003,8271,1930-10-01,1937-09-29,2556,"c(-118.1786845, 34.30833385)"
USGS,11096000,HAINES C NR TUJUNGA CA,ST,34.2638912,-118.2717433,F,NAD83, 2430.00, 20,NGVD29,18070105,dv,00060,00003,8273,1917-03-01,1961-09-29,15918,"c(-118.2717433, 34.2638912)"
USGS,11096500,LITTLE TUJUNGA C NR SAN FERNANDO CA,ST,34.2744464,-118.3725805,F,NAD83, 1068.39, 20,NGVD29,18070105,dv,00060,00003,8274,1928-10-01,1973-09-29,16435,"c(-118.3725805, 34.2744464)"
USGS,11097260,WILDWOOD CANYON CR A BURBANK CA,ST,34.20944444,-118.2916667,U,NAD83, 1620, 20,NGVD29,18070105,dv,00060,00003,8276,2006-02-01,2007-09-29,606,"c(-118.2916667, 34.20944444)"
USGS,11099500,SAWPIT C NR MONROVIA CA,ST,34.1730612,-117.9892322,F,NAD83, 1100.00, 20,NGVD29,18070105,dv,00060,00003,8280,1916-10-01,1961-09-29,16435,"c(-117.9892322, 34.1730612)"
USGS,11100500,LITTLE SANTA ANITA C NR SIERRA MADRE CA,ST,34.18694964,-118.0439565,F,NAD83, 2200.00, 20,NGVD29,18070105,dv,00060,00003,8282,1916-09-01,1979-09-14,17167,"c(-118.0439565, 34.18694964)"
USGS,11100760,ARCADIA WASH A GRAND AVE A ARCADIA CA,ST,34.0961197,-118.0345114,F,NAD83, 310,2.5,NGVD29,18070105,dv,00060,00003,8283,1974-02-07,1975-02-05,364,"c(-118.0345114, 34.0961197)"
USGS,11101080,EATON WASH A LOFTAS DRIVE EL MONTE CA,ST,34.07334297,-118.055901,F,NAD83, 260,2.5,NGVD29,18070105,dv,00060,00003,8285,1973-10-03,1974-12-19,317,"c(-118.055901, 34.07334297)"
USGS,11101180,RUBIO WASH A GLENDON WAY NR EL MONTE CA,ST,34.0741764,-118.0772906,F,NAD83, 285,2.5,NGVD29,18070105,dv,00060,00003,8286,1973-06-06,1975-02-05,416,"c(-118.0772906, 34.0741764)"
USGS,11101380,ALHAMBRA WASH A KLINGERMAN ST NR MONTEBELLO CA,ST,34.06362138,-118.0895132,F,NAD83,NA,NA,NA,18070105,dv,00060,00003,8288,1975-10-01,1979-09-29,1460,"c(-118.0895132, 34.06362138)"
USGS,11102250,MISSION C BL WHITTIER NARROWS DAM CA,ST,34.02084515,-118.0717347,F,NAD83,NA,NA,NA,18070105,dv,00060,00003,8291,1956-01-01,1970-09-29,5386,"c(-118.0717347, 34.02084515)"
USGS,11102750,COMPTON C A 120TH ST NR COMPTON CA,ST,33.9239046,-118.2517393,F,NAD83, 90,2.5,NGVD29,18070105,dv,00060,00003,8294,1974-02-01,1975-01-03,308,"c(-118.2517393, 33.9239046)"
USGS,11105510,MALIBU C A MALIBU CA,ST,34.0433333,-118.6841667,F,NAD83, 20,12.,NGVD29,18070104,dv,00060,00003,8310,2007-12-06,2012-10-28,1789,"c(-118.6841667, 34.0433333)"
USGS,11106000,CALLEGUAS C A CAMARILLO,ST,34.21611598,-119.0153793,F,NAD83,NA,NA,NA,18070103,dv,00060,00003,8315,1928-10-01,1958-09-29,2554,"c(-119.0153793, 34.21611598)"
USGS,11106500,CONEJO C NR CAMARILLO CA,ST,34.20944945,-118.994545,F,NAD83,NA,NA,NA,18070103,dv,00060,00003,8317,1927-10-01,1931-09-29,1460,"c(-118.994545, 34.20944945)"
USGS,11107500,BEARDSLEY WASH NR SOMIS CA,ST,34.25472624,-119.0776041,F,NAD83,NA,NA,NA,18070103,dv,00060,00003,8323,1954-07-01,1958-09-29,1552,"c(-119.0776041, 34.25472624)"
USGS,11107770,MINT CYN C A SIERRA HWY NR SAUGUS CA,ST,34.43110674,-118.4428606,S,NAD83, 1540, 20,NGVD29,18070102,dv,00060,00003,8325,2001-11-05,2005-09-29,1425,"c(-118.4428606, 34.43110674)"
USGS,11107860,BOUQUET C NR SAUGUS CA,ST,34.44888388,-118.507029,S,NAD83, 1305, 10,NAVD88,18070102,dv,00060,00003,8326,1970-10-01,2003-09-29,2458,"c(-118.507029, 34.44888388)"
USGS,11107870,BOUQUET C BL HASKELL CYN C NR SAUGUS CA,ST,34.43110684,-118.5334188,S,NAD83, 1185, 10,NGVD29,18070102,dv,00060,00003,8327,2003-10-01,2005-09-29,730,"c(-118.5334188, 34.43110684)"
USGS,11107922,SF SANTA CLARA R A SAUGUS CA,ST,34.41527416,-118.543697,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8328,1975-10-01,1977-09-29,730,"c(-118.543697, 34.41527416)"
USGS,11108075,CASTAIC C AB FISH C NR CASTAIC CA,ST,34.60637689,-118.6650888,F,NAD83, 1640, 20,NGVD29,18070102,dv,00060,00003,8330,1976-10-01,1993-09-29,2554,"c(-118.6650888, 34.60637689)"
USGS,11108087,CASTAIC PP NR CASTAIC CA,FA-DV,34.58748887,-118.6567552,S,NAD83, 1600, 20,NGVD29,18070102,dv,00060,00003,213425,2009-10-01,2019-09-30,3286,"c(-118.6567552, 34.58748887)"
USGS,11108090,ELDERBERRY CYN C AB CASTAIC C NR CASTAIC CA,ST,34.5722118,-118.6253655,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8333,1977-10-01,1993-09-29,2189,"c(-118.6253655, 34.5722118)"
USGS,11108095,NECKTIE CYN C AB CASTAIC C NR CASTAIC CA,ST,34.56054568,-118.6150874,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8335,1976-10-01,1993-09-29,2554,"c(-118.6150874, 34.56054568)"
USGS,11108134,CASTAIC C BLW MWD DIV BLW CASTAIC LK NR CASTAIC,ST,34.5194364,-118.6103652,S,NAD83, 1240, 20,NGVD29,18070102,dv,00060,00003,213432,1994-10-01,2019-09-30,8400,"c(-118.6103652, 34.5194364)"
USGS,11109200,MF LOCKWOOD C NR STAUFFER CA,ST,34.76553609,-119.12094,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8359,1971-10-01,1978-09-29,2556,"c(-119.12094, 34.76553609)"
USGS,11109395,CANADA DE LOS ALAMOS AB PYRAMID LK CA,ST,34.69192849,-118.7912038,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,213438,1976-10-01,2019-09-30,10956,"c(-118.7912038, 34.69192849)"
USGS,11109396,CA AQUEDUCT A N PORTAL TEHACHAPI TNL NR GORMAN CA,ST,34.9294166,-118.8056509,S,NAD83, 3220, 25,NGVD29,18030003,dv,00060,00003,8363,1995-10-01,2015-09-30,6209,"c(-118.8056509, 34.9294166)"
USGS,11109397,OSO PUMPING PLANT NR GORMAN CA,ST,34.8105339,-118.7200907,S,NAD83, 3135, 10,NGVD29,18090206,dv,00060,00003,8364,1995-10-01,1996-09-30,366,"c(-118.7200907, 34.8105339)"
USGS,11109398,WB CA AQUEDUCT A WILLIAM WARNE PP NR GORMAN CA,ST,34.6852621,-118.7887037,S,NAD83, 2582,.01,NGVD29,18070102,dv,00060,00003,213441,1995-10-01,2010-09-30,5113,"c(-118.7887037, 34.6852621)"
USGS,11109398,WB CA AQUEDUCT A WILLIAM WARNE PP NR GORMAN CA,ST,34.6852621,-118.7887037,S,NAD83, 2582,.01,NGVD29,18070102,dv,00060,00003,213443,2010-10-01,2019-09-30,3287,"c(-118.7887037, 34.6852621)"
USGS,11109550,PIRU C AB FRENCHMANS FLAT CA,ST,34.63082016,-118.7484244,U,NAD83, 2140, 20,NGVD29,18070102,dv,00060,00003,8369,1976-10-01,2020-11-15,3574,"c(-118.7484244, 34.63082016)"
USGS,11109800,PIRU CREEK BELOW SANTA FELICIA DAM CA,ST,34.4602723,-118.7520361,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8379,1955-10-01,2020-11-15,21947,"c(-118.7520361, 34.4602723)"
USGS,11109801,COMBINED FLOW PIRU C BL SANTA FELICIA DAM + SPILL,ST,34.45749466,-118.7520361,S,NAD83,NA,NA,NA,18070102,dv,00060,00003,8383,1997-10-01,1998-09-29,364,"c(-118.7520361, 34.45749466)"
USGS,11112500,FILLMORE IRR CO CN NR FILLMORE CA,ST,34.45416125,-118.9253767,S,NAD83, 680, 20,NGVD29,18070102,dv,00060,00003,8398,1939-10-01,1993-01-12,9599,"c(-118.9253767, 34.45416125)"
USGS,11113001,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,ST,34.45082807,-118.9259322,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8408,1939-10-01,1993-01-14,19056,"c(-118.9259322, 34.45082807)"
USGS,11113900,SATICOY DIV NR SATICOY,ST,34.29277989,-119.1173279,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8417,1969-04-01,1987-09-29,6756,"c(-119.1173279, 34.29277989)"
USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,dv,00060,00003,8427,2002-02-15,2020-11-15,6325,"c(-119.3573393, 34.5027693)"
USGS,11114500,MATILIJA C AB RES NR MATILIJA HOT SPRINGS CA,ST,34.49471397,-119.330949,F,NAD83, 1160.20, 20,NGVD29,18070101,dv,00060,00003,8428,1948-06-01,1969-09-29,7791,"c(-119.330949, 34.49471397)"
USGS,11116500,VENTURA R NR OJAI CA,ST,34.48499205,-119.2981696,F,NAD83,NA,NA,NA,18070101,dv,00060,00003,8431,1911-10-01,1924-06-30,1918,"c(-119.2981696, 34.48499205)"
