metric,status_code,status,alteration_type,median_in_iqr,comid,gageid
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555860,11055500
DS_Tim,1,likely_unaltered,none_found,TRUE,22555860,11055500
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22555860,11055500
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22555860,11055500
FA_Dur,1,likely_unaltered,none_found,TRUE,22555860,11055500
FA_Mag,1,likely_unaltered,none_found,FALSE,22555860,11055500
FA_Tim,1,likely_unaltered,none_found,TRUE,22555860,11055500
SP_ROC,1,likely_unaltered,none_found,TRUE,22555860,11055500
SP_Dur,1,likely_unaltered,none_found,TRUE,22555860,11055500
SP_Mag,1,likely_unaltered,none_found,FALSE,22555860,11055500
SP_Tim,1,likely_unaltered,none_found,FALSE,22555860,11055500
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22555860,11055500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22555860,11055500
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22555860,11055500
Wet_Tim,1,likely_unaltered,none_found,TRUE,22555860,11055500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22555860,11055500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555860,11055500
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,22555860,11055500
Peak_10,1,likely_unaltered,none_found,TRUE,22555860,11055500
Peak_2,-1,likely_altered,high,FALSE,22555860,11055500
Peak_5,1,likely_unaltered,none_found,TRUE,22555860,11055500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555860,11055500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555860,11055500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555860,11055500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555756,11055800
DS_Tim,1,likely_unaltered,none_found,TRUE,22555756,11055800
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22555756,11055800
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22555756,11055800
FA_Dur,1,likely_unaltered,none_found,TRUE,22555756,11055800
FA_Mag,1,likely_unaltered,none_found,TRUE,22555756,11055800
FA_Tim,1,likely_unaltered,none_found,TRUE,22555756,11055800
SP_ROC,1,likely_unaltered,none_found,TRUE,22555756,11055800
SP_Dur,1,likely_unaltered,none_found,TRUE,22555756,11055800
SP_Mag,1,likely_unaltered,none_found,TRUE,22555756,11055800
SP_Tim,1,likely_unaltered,none_found,TRUE,22555756,11055800
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555756,11055800
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22555756,11055800
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22555756,11055800
Wet_Tim,1,likely_unaltered,none_found,FALSE,22555756,11055800
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22555756,11055800
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555756,11055800
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22555756,11055800
Peak_10,1,likely_unaltered,none_found,FALSE,22555756,11055800
Peak_2,1,likely_unaltered,none_found,FALSE,22555756,11055800
Peak_5,1,likely_unaltered,none_found,FALSE,22555756,11055800
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555756,11055800
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555756,11055800
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555756,11055800
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22557960,11057500
DS_Tim,1,likely_unaltered,none_found,TRUE,22557960,11057500
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22557960,11057500
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22557960,11057500
FA_Dur,1,likely_unaltered,none_found,TRUE,22557960,11057500
FA_Mag,-1,likely_altered,low,FALSE,22557960,11057500
FA_Tim,1,likely_unaltered,none_found,FALSE,22557960,11057500
SP_ROC,-1,likely_altered,high,FALSE,22557960,11057500
SP_Dur,1,likely_unaltered,none_found,FALSE,22557960,11057500
SP_Mag,1,likely_unaltered,none_found,TRUE,22557960,11057500
SP_Tim,1,likely_unaltered,none_found,TRUE,22557960,11057500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22557960,11057500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22557960,11057500
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22557960,11057500
Wet_Tim,1,likely_unaltered,none_found,TRUE,22557960,11057500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22557960,11057500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22557960,11057500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22557960,11057500
Peak_10,1,likely_unaltered,none_found,TRUE,22557960,11057500
Peak_2,1,likely_unaltered,none_found,TRUE,22557960,11057500
Peak_5,1,likely_unaltered,none_found,TRUE,22557960,11057500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22557960,11057500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22557960,11057500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22557960,11057500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555146,11058500
DS_Tim,1,likely_unaltered,none_found,TRUE,22555146,11058500
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22555146,11058500
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22555146,11058500
FA_Dur,1,likely_unaltered,none_found,TRUE,22555146,11058500
FA_Mag,1,likely_unaltered,none_found,TRUE,22555146,11058500
FA_Tim,1,likely_unaltered,none_found,TRUE,22555146,11058500
SP_ROC,1,likely_unaltered,none_found,TRUE,22555146,11058500
SP_Dur,1,likely_unaltered,none_found,TRUE,22555146,11058500
SP_Mag,1,likely_unaltered,none_found,TRUE,22555146,11058500
SP_Tim,1,likely_unaltered,none_found,TRUE,22555146,11058500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22555146,11058500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22555146,11058500
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22555146,11058500
Wet_Tim,1,likely_unaltered,none_found,TRUE,22555146,11058500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22555146,11058500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22555146,11058500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22555146,11058500
Peak_10,1,likely_unaltered,none_found,TRUE,22555146,11058500
Peak_2,-1,likely_altered,high,FALSE,22555146,11058500
Peak_5,1,likely_unaltered,none_found,FALSE,22555146,11058500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22555146,11058500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22555146,11058500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22555146,11058500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22557922,11060400
DS_Tim,1,likely_unaltered,none_found,TRUE,22557922,11060400
DS_Mag_50,-1,likely_altered,low,FALSE,22557922,11060400
DS_Mag_90,-1,likely_altered,low,FALSE,22557922,11060400
FA_Dur,1,likely_unaltered,none_found,TRUE,22557922,11060400
FA_Mag,1,likely_unaltered,none_found,FALSE,22557922,11060400
FA_Tim,1,likely_unaltered,none_found,FALSE,22557922,11060400
SP_ROC,1,likely_unaltered,none_found,FALSE,22557922,11060400
SP_Dur,1,likely_unaltered,none_found,TRUE,22557922,11060400
SP_Mag,-1,likely_altered,low,FALSE,22557922,11060400
SP_Tim,1,likely_unaltered,none_found,TRUE,22557922,11060400
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22557922,11060400
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22557922,11060400
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22557922,11060400
Wet_Tim,1,likely_unaltered,none_found,FALSE,22557922,11060400
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22557922,11060400
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22557922,11060400
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22557922,11060400
Peak_10,-1,likely_altered,low,FALSE,22557922,11060400
Peak_2,-1,likely_altered,low,FALSE,22557922,11060400
Peak_5,-1,likely_altered,low,FALSE,22557922,11060400
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22557922,11060400
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22557922,11060400
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22557922,11060400
DS_Dur_WS,0,indeterminate,high,FALSE,22554826,11062000
DS_Tim,-1,likely_altered,early,FALSE,22554826,11062000
DS_Mag_50,-1,likely_altered,low,FALSE,22554826,11062000
DS_Mag_90,-1,likely_altered,low,FALSE,22554826,11062000
FA_Dur,1,likely_unaltered,none_found,TRUE,22554826,11062000
FA_Mag,1,likely_unaltered,none_found,TRUE,22554826,11062000
FA_Tim,1,likely_unaltered,none_found,FALSE,22554826,11062000
SP_ROC,1,likely_unaltered,none_found,TRUE,22554826,11062000
SP_Dur,0,indeterminate,unknown,TRUE,22554826,11062000
SP_Mag,0,indeterminate,low,FALSE,22554826,11062000
SP_Tim,1,likely_unaltered,none_found,FALSE,22554826,11062000
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22554826,11062000
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22554826,11062000
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22554826,11062000
Wet_Tim,1,likely_unaltered,none_found,TRUE,22554826,11062000
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22554826,11062000
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22554826,11062000
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,22554826,11062000
Peak_10,1,likely_unaltered,none_found,FALSE,22554826,11062000
Peak_2,1,likely_unaltered,none_found,FALSE,22554826,11062000
Peak_5,1,likely_unaltered,none_found,FALSE,22554826,11062000
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22554826,11062000
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22554826,11062000
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22554826,11062000
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22557742,11063500
DS_Tim,1,likely_unaltered,none_found,TRUE,22557742,11063500
DS_Mag_50,1,likely_unaltered,none_found,FALSE,22557742,11063500
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22557742,11063500
FA_Dur,1,likely_unaltered,none_found,TRUE,22557742,11063500
FA_Mag,1,likely_unaltered,none_found,TRUE,22557742,11063500
FA_Tim,0,indeterminate,late,FALSE,22557742,11063500
SP_ROC,1,likely_unaltered,none_found,TRUE,22557742,11063500
SP_Dur,1,likely_unaltered,none_found,FALSE,22557742,11063500
SP_Mag,1,likely_unaltered,none_found,FALSE,22557742,11063500
SP_Tim,1,likely_unaltered,none_found,FALSE,22557742,11063500
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22557742,11063500
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22557742,11063500
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22557742,11063500
Wet_Tim,1,likely_unaltered,none_found,TRUE,22557742,11063500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22557742,11063500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22557742,11063500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22557742,11063500
Peak_10,-1,likely_altered,low,FALSE,22557742,11063500
Peak_2,-1,likely_altered,low,FALSE,22557742,11063500
Peak_5,-1,likely_altered,low,FALSE,22557742,11063500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22557742,11063500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22557742,11063500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22557742,11063500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22557744,11063510
DS_Tim,1,likely_unaltered,none_found,TRUE,22557744,11063510
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22557744,11063510
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22557744,11063510
FA_Dur,1,likely_unaltered,none_found,TRUE,22557744,11063510
FA_Mag,1,likely_unaltered,none_found,TRUE,22557744,11063510
FA_Tim,1,likely_unaltered,none_found,FALSE,22557744,11063510
SP_ROC,1,likely_unaltered,none_found,FALSE,22557744,11063510
SP_Dur,1,likely_unaltered,none_found,FALSE,22557744,11063510
SP_Mag,1,likely_unaltered,none_found,TRUE,22557744,11063510
SP_Tim,1,likely_unaltered,none_found,FALSE,22557744,11063510
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22557744,11063510
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22557744,11063510
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,22557744,11063510
Wet_Tim,1,likely_unaltered,none_found,TRUE,22557744,11063510
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22557744,11063510
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22557744,11063510
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22557744,11063510
Peak_10,-1,likely_altered,low,FALSE,22557744,11063510
Peak_2,1,likely_unaltered,none_found,FALSE,22557744,11063510
Peak_5,-1,likely_altered,low,FALSE,22557744,11063510
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22557744,11063510
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22557744,11063510
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22557744,11063510
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22554872,11063680
DS_Tim,1,likely_unaltered,none_found,TRUE,22554872,11063680
DS_Mag_50,0,indeterminate,unknown,TRUE,22554872,11063680
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22554872,11063680
FA_Dur,1,likely_unaltered,none_found,TRUE,22554872,11063680
FA_Mag,1,likely_unaltered,none_found,TRUE,22554872,11063680
FA_Tim,1,likely_unaltered,none_found,TRUE,22554872,11063680
SP_ROC,0,indeterminate,unknown,TRUE,22554872,11063680
SP_Dur,1,likely_unaltered,none_found,TRUE,22554872,11063680
SP_Mag,1,likely_unaltered,none_found,TRUE,22554872,11063680
SP_Tim,1,likely_unaltered,none_found,FALSE,22554872,11063680
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22554872,11063680
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22554872,11063680
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22554872,11063680
Wet_Tim,1,likely_unaltered,none_found,FALSE,22554872,11063680
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22554872,11063680
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22554872,11063680
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22554872,11063680
Peak_10,1,likely_unaltered,none_found,FALSE,22554872,11063680
Peak_2,1,likely_unaltered,none_found,TRUE,22554872,11063680
Peak_5,1,likely_unaltered,none_found,TRUE,22554872,11063680
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22554872,11063680
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22554872,11063680
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22554872,11063680
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22557922,11065000
DS_Tim,1,likely_unaltered,none_found,TRUE,22557922,11065000
DS_Mag_50,-1,likely_altered,low,FALSE,22557922,11065000
DS_Mag_90,-1,likely_altered,low,FALSE,22557922,11065000
FA_Dur,1,likely_unaltered,none_found,TRUE,22557922,11065000
FA_Mag,-1,likely_altered,low,FALSE,22557922,11065000
FA_Tim,1,likely_unaltered,none_found,FALSE,22557922,11065000
SP_ROC,-1,likely_altered,high,FALSE,22557922,11065000
SP_Dur,0,indeterminate,unknown,TRUE,22557922,11065000
SP_Mag,1,likely_unaltered,none_found,TRUE,22557922,11065000
SP_Tim,1,likely_unaltered,none_found,FALSE,22557922,11065000
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22557922,11065000
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22557922,11065000
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22557922,11065000
Wet_Tim,0,indeterminate,unknown,TRUE,22557922,11065000
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22557922,11065000
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22557922,11065000
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22557922,11065000
Peak_10,-1,likely_altered,low,FALSE,22557922,11065000
Peak_2,1,likely_unaltered,none_found,FALSE,22557922,11065000
Peak_5,-1,likely_altered,low,FALSE,22557922,11065000
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,22557922,11065000
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22557922,11065000
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22557922,11065000
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,22535256,11069500
DS_Tim,1,likely_unaltered,none_found,FALSE,22535256,11069500
DS_Mag_50,1,likely_unaltered,none_found,FALSE,22535256,11069500
DS_Mag_90,-1,likely_altered,low,FALSE,22535256,11069500
FA_Dur,1,likely_unaltered,none_found,TRUE,22535256,11069500
FA_Mag,1,likely_unaltered,none_found,FALSE,22535256,11069500
FA_Tim,1,likely_unaltered,none_found,TRUE,22535256,11069500
SP_ROC,-1,likely_altered,high,FALSE,22535256,11069500
SP_Dur,1,likely_unaltered,none_found,TRUE,22535256,11069500
SP_Mag,1,likely_unaltered,none_found,TRUE,22535256,11069500
SP_Tim,1,likely_unaltered,none_found,TRUE,22535256,11069500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22535256,11069500
Wet_BFL_Mag_10,0,indeterminate,low,FALSE,22535256,11069500
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,22535256,11069500
Wet_Tim,1,likely_unaltered,none_found,TRUE,22535256,11069500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22535256,11069500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22535256,11069500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22535256,11069500
Peak_10,1,likely_unaltered,none_found,FALSE,22535256,11069500
Peak_2,1,likely_unaltered,none_found,FALSE,22535256,11069500
Peak_5,1,likely_unaltered,none_found,FALSE,22535256,11069500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22535256,11069500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22535256,11069500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22535256,11069500
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,22534640,11070210
DS_Tim,1,likely_unaltered,none_found,TRUE,22534640,11070210
DS_Mag_50,NA,not_enough_data,undeterminable,NA,22534640,11070210
DS_Mag_90,NA,not_enough_data,undeterminable,NA,22534640,11070210
FA_Dur,NA,not_enough_data,undeterminable,NA,22534640,11070210
FA_Mag,NA,not_enough_data,undeterminable,NA,22534640,11070210
FA_Tim,NA,not_enough_data,undeterminable,NA,22534640,11070210
SP_ROC,1,likely_unaltered,none_found,TRUE,22534640,11070210
SP_Dur,1,likely_unaltered,none_found,TRUE,22534640,11070210
SP_Mag,-1,likely_altered,low,FALSE,22534640,11070210
SP_Tim,1,likely_unaltered,none_found,TRUE,22534640,11070210
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22534640,11070210
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22534640,11070210
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22534640,11070210
Wet_Tim,1,likely_unaltered,none_found,TRUE,22534640,11070210
Peak_Dur_10,-1,likely_altered,high,FALSE,22534640,11070210
Peak_Dur_2,-1,likely_altered,high,FALSE,22534640,11070210
Peak_Dur_5,-1,likely_altered,high,FALSE,22534640,11070210
Peak_10,-1,likely_altered,low,FALSE,22534640,11070210
Peak_2,-1,likely_altered,low,FALSE,22534640,11070210
Peak_5,-1,likely_altered,low,FALSE,22534640,11070210
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,22534640,11070210
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22534640,11070210
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22534640,11070210
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22532938,11070365
DS_Tim,1,likely_unaltered,none_found,FALSE,22532938,11070365
DS_Mag_50,1,likely_unaltered,none_found,FALSE,22532938,11070365
DS_Mag_90,-1,likely_altered,low,FALSE,22532938,11070365
FA_Dur,1,likely_unaltered,none_found,TRUE,22532938,11070365
FA_Mag,1,likely_unaltered,none_found,FALSE,22532938,11070365
FA_Tim,0,indeterminate,early,FALSE,22532938,11070365
SP_ROC,-1,likely_altered,high,FALSE,22532938,11070365
SP_Dur,0,indeterminate,unknown,TRUE,22532938,11070365
SP_Mag,1,likely_unaltered,none_found,TRUE,22532938,11070365
SP_Tim,1,likely_unaltered,none_found,FALSE,22532938,11070365
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22532938,11070365
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22532938,11070365
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22532938,11070365
Wet_Tim,1,likely_unaltered,none_found,TRUE,22532938,11070365
Peak_Dur_10,-1,likely_altered,high,FALSE,22532938,11070365
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22532938,11070365
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22532938,11070365
Peak_10,1,likely_unaltered,none_found,FALSE,22532938,11070365
Peak_2,1,likely_unaltered,none_found,TRUE,22532938,11070365
Peak_5,1,likely_unaltered,none_found,TRUE,22532938,11070365
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,22532938,11070365
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22532938,11070365
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22532938,11070365
DS_Dur_WS,-1,likely_altered,low,FALSE,22532978,11070465
DS_Tim,1,likely_unaltered,none_found,FALSE,22532978,11070465
DS_Mag_50,1,likely_unaltered,none_found,FALSE,22532978,11070465
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22532978,11070465
FA_Dur,NA,not_enough_data,undeterminable,NA,22532978,11070465
FA_Mag,NA,not_enough_data,undeterminable,NA,22532978,11070465
FA_Tim,NA,not_enough_data,undeterminable,NA,22532978,11070465
SP_ROC,-1,likely_altered,high,FALSE,22532978,11070465
SP_Dur,1,likely_unaltered,none_found,FALSE,22532978,11070465
SP_Mag,1,likely_unaltered,none_found,TRUE,22532978,11070465
SP_Tim,1,likely_unaltered,none_found,TRUE,22532978,11070465
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22532978,11070465
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22532978,11070465
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,22532978,11070465
Wet_Tim,-1,likely_altered,early,FALSE,22532978,11070465
Peak_Dur_10,NA,not_enough_data,undeterminable,NA,22532978,11070465
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22532978,11070465
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22532978,11070465
Peak_10,1,likely_unaltered,none_found,TRUE,22532978,11070465
Peak_2,1,likely_unaltered,none_found,TRUE,22532978,11070465
Peak_5,1,likely_unaltered,none_found,FALSE,22532978,11070465
Peak_Fre_10,NA,not_enough_data,undeterminable,NA,22532978,11070465
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22532978,11070465
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22532978,11070465
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22534666,11070500
DS_Tim,1,likely_unaltered,none_found,TRUE,22534666,11070500
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22534666,11070500
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22534666,11070500
FA_Dur,1,likely_unaltered,none_found,TRUE,22534666,11070500
FA_Mag,-1,likely_altered,low,FALSE,22534666,11070500
FA_Tim,1,likely_unaltered,none_found,TRUE,22534666,11070500
SP_ROC,1,likely_unaltered,none_found,FALSE,22534666,11070500
SP_Dur,1,likely_unaltered,none_found,TRUE,22534666,11070500
SP_Mag,-1,likely_altered,low,FALSE,22534666,11070500
SP_Tim,1,likely_unaltered,none_found,TRUE,22534666,11070500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22534666,11070500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22534666,11070500
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22534666,11070500
Wet_Tim,1,likely_unaltered,none_found,TRUE,22534666,11070500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22534666,11070500
Peak_Dur_2,1,likely_unaltered,none_found,FALSE,22534666,11070500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22534666,11070500
Peak_10,1,likely_unaltered,none_found,TRUE,22534666,11070500
Peak_2,-1,likely_altered,low,FALSE,22534666,11070500
Peak_5,1,likely_unaltered,none_found,TRUE,22534666,11070500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22534666,11070500
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,22534666,11070500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22534666,11070500
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,22560716,11072100
DS_Tim,1,likely_unaltered,none_found,FALSE,22560716,11072100
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22560716,11072100
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22560716,11072100
FA_Dur,1,likely_unaltered,none_found,TRUE,22560716,11072100
FA_Mag,1,likely_unaltered,none_found,FALSE,22560716,11072100
FA_Tim,1,likely_unaltered,none_found,TRUE,22560716,11072100
SP_ROC,1,likely_unaltered,none_found,TRUE,22560716,11072100
SP_Dur,1,likely_unaltered,none_found,TRUE,22560716,11072100
SP_Mag,1,likely_unaltered,none_found,FALSE,22560716,11072100
SP_Tim,1,likely_unaltered,none_found,TRUE,22560716,11072100
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22560716,11072100
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22560716,11072100
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,22560716,11072100
Wet_Tim,1,likely_unaltered,none_found,TRUE,22560716,11072100
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22560716,11072100
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22560716,11072100
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22560716,11072100
Peak_10,-1,likely_altered,low,FALSE,22560716,11072100
Peak_2,1,likely_unaltered,none_found,FALSE,22560716,11072100
Peak_5,-1,likely_altered,low,FALSE,22560716,11072100
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22560716,11072100
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22560716,11072100
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22560716,11072100
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22557914,11073300
DS_Tim,0,indeterminate,unknown,TRUE,22557914,11073300
DS_Mag_50,-1,likely_altered,low,FALSE,22557914,11073300
DS_Mag_90,-1,likely_altered,low,FALSE,22557914,11073300
FA_Dur,1,likely_unaltered,none_found,TRUE,22557914,11073300
FA_Mag,1,likely_unaltered,none_found,TRUE,22557914,11073300
FA_Tim,1,likely_unaltered,none_found,FALSE,22557914,11073300
SP_ROC,-1,likely_altered,high,FALSE,22557914,11073300
SP_Dur,0,indeterminate,unknown,TRUE,22557914,11073300
SP_Mag,1,likely_unaltered,none_found,TRUE,22557914,11073300
SP_Tim,0,indeterminate,early,FALSE,22557914,11073300
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22557914,11073300
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22557914,11073300
